"Parent Molecule";"Name";"Synonyms";"Research Codes";"Phase";"Drug Applicants";"USAN Stem";"USAN Year";"USAN Definition";"USAN Stem - Substem";"First Approval";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Indication Class";"Patent";"Drug Type";"Passes Rule of Five";"First In Class";"Chirality";"Prodrug";"Oral";"Parenteral";"Topical";"Black Box";"Availability Type";"Smiles";"Inchi";"Withdrawn Flag";"Orphan"
"CHEMBL848";"LENALIDOMIDE";"CC-5013|CDC-501|LENALIDOMIDE|NSC-747972|Revlimid|SYP-1512";"CC-5013|CDC-501|NSC-747972|SYP-1512";"4.0";"Mylan Pharmaceuticals Inc|Lotus Pharmaceutical Co Ltd Nantou Plant|Eugia Pharma Specialities Ltd|Bristol Myers Squibb|Torrent Pharmaceuticals Ltd|Apotex Inc|Arrow International Ltd|Cipla Ltd|Hetero Labs Ltd Unit V|Zydus Pharmaceuticals Usa Inc";"'-domide; -nal-'";"2004";"thalidomide derivatives; narcotic agonists/antagonists (normorphine type)";"'-domide(-domide); -nal-(-nal-)'";"2005";"L04AX04";"L04AX - Other immunosuppressants";"L04A - IMMUNOSUPPRESSANTS";"L04 - IMMUNOSUPPRESSANTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"";"US-7189740-B2";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"0";"0";"1";"Prescription Only";"Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O";"InChI=1S/C13H13N3O3/c14-9-3-1-2-7-8(9)6-16(13(7)19)10-4-5-11(17)15-12(10)18/h1-3,10H,4-6,14H2,(H,15,17,18)";"False";"0"
"CHEMBL1762";"TOCAINIDE";"TOCAINIDE|Tocainide|W-36095";"W-36095";"4.0";"Astrazeneca Pharmaceuticals Lp";"";"1976";"";"";"1984";"C01BB03";"C01BB - Antiarrhythmics, class Ib";"C01B - ANTIARRHYTHMICS, CLASS I AND III";"C01 - CARDIAC THERAPY";"C - CARDIOVASCULAR SYSTEM";"Cardiac Depressant (anti-arrhythmic)";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"0";"0";"1";"Discontinued";"Cc1cccc(C)c1NC(=O)C(C)N";"InChI=1S/C11H16N2O/c1-7-5-4-6-8(2)10(7)13-11(14)9(3)12/h4-6,9H,12H2,1-3H3,(H,13,14)";"False";"0"
"CHEMBL923";"RISEDRONIC ACID";"Actonel|M05BA07|NE-58095|RIDRON|RISEDRONATE|RISEDRONIC ACID|Risedronate";"M05BA07|NE-58095";"4.0";"Mylan Pharmaceuticals Inc|Hangzhou Minsheng Binjiang Pharmaceutical Co Ltd|Zydus Pharmaceuticals Usa Inc|Aurobindo Pharma Ltd|Allergan Pharmaceuticals International Ltd|Orbion Pharmaceuticals Private Ltd|Teva Pharmaceuticals Usa|Warner Chilcott Co Llc|Impax Laboratories Inc|Apotex Inc";"'-dronate'";"1990";"calcium metabolism regulators";"'-dronate(-dronate)'";"1998";"M05BA07";"M05BA - Bisphosphonates";"M05B - DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION";"M05 - DRUGS FOR TREATMENT OF BONE DISEASES";"M - MUSCULO-SKELETAL SYSTEM";"Regulator (calcium)";"US-7192938-B2";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Prescription Only";"O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O";"InChI=1S/C7H11NO7P2/c9-7(16(10,11)12,17(13,14)15)4-6-2-1-3-8-5-6/h1-3,5,9H,4H2,(H2,10,11,12)(H2,13,14,15)";"False";"0"
"CHEMBL498";"CHLORPROPAMIDE";"CHLORPROPAMIDE|Chlorpropamide|DIABEMIDE|DIABINESE|GLUCAMIDE|GLYMESE|MELITASE|NSC-44634|NSC-626720";"NSC-44634|NSC-626720";"4.0";"Mylan Pharmaceuticals Inc|Par Pharmaceutical Inc|Usl Pharma Inc|Sandoz Inc|Pfizer Laboratories Div Pfizer Inc|Superpharm Corp|Dava Pharmaceuticals Inc|Halsey Drug Co Inc|Ani Pharmaceuticals Inc|Watson Laboratories Inc";"'-pamide'";"";"diuretics (sulfamoylbenzoic acid derivatives)";"'-pamide(-pamide)'";"1958";"A10BB02";"A10BB - Sulfonylureas";"A10B - BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS";"A10 - DRUGS USED IN DIABETES";"A - ALIMENTARY TRACT AND METABOLISM";"Antidiabetic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Prescription Only";"CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1";"InChI=1S/C10H13ClN2O3S/c1-2-7-12-10(14)13-17(15,16)9-5-3-8(11)4-6-9/h3-6H,2,7H2,1H3,(H2,12,13,14)";"False";"0"
"CHEMBL290960";"NIFURTIMOX";"BAY 2502|BAY A2502|BAY-2502|BAY-A2502|BAYER 2502|BAYER-2502|DNDI1613515|Lampit|NIFURTIMOX|NIFURTIMOXUM";"BAY 2502|BAY A2502|BAY-2502|BAY-A2502|BAYER 2502|BAYER-2502|DNDI1613515";"4.0";"Bayer Healthcare Pharmaceuticals Inc";"'nifur-'";"2015";"5-nitrofuran derivatives";"'nifur-(nifur-)'";"2020";"P01CC01";"P01CC - Nitrofuran derivatives";"P01C - AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS";"P01 - ANTIPROTOZOALS";"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"0";"0";"0";"Prescription Only";"CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1";"InChI=1S/C10H13N3O5S/c1-8-7-19(16,17)5-4-12(8)11-6-9-2-3-10(18-9)13(14)15/h2-3,6,8H,4-5,7H2,1H3/b11-6+";"False";"0"
"CHEMBL175";"DEXIBUPROFEN";"(S)-IBUPROFEN|DEXIBUPROFEN|IBU-TAB|NSC-759814|Neoprofen|Rufen|S-IBUPROFEN|SERACTIL";"NSC-759814";"4.0";"";"'-profen'";"1997";"anti-inflammatory/analgesic agents (ibuprofen type)";"'-profen(-profen)'";"1994";"M01AE14";"M01AE - Propionic acid derivatives";"M01A - ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS";"M01 - ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS";"M - MUSCULO-SKELETAL SYSTEM";"Anti-Inflammatory; Analgesic";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Unknown";"CC(C)Cc1ccc([C@H](C)C(=O)O)cc1";"InChI=1S/C13H18O2/c1-9(2)8-11-4-6-12(7-5-11)10(3)13(14)15/h4-7,9-10H,8H2,1-3H3,(H,14,15)/t10-/m0/s1";"False";"0"
"CHEMBL252518";"ARTENIMOL";".BETA.-DIHYDROARTEMISININ|ALAXIN|ARTEMETHER RELATED COMPOUND A|ARTENIMOL|ARTENIMOLUM|COTECXIN|COTEXIN|DI-HYDROQINGHAOSU|DIHYDROARTEMISININ|DIHYDROARTEMISININ, .BETA.-|DIHYDROARTEMISININE|DIHYDROQINGHAOSU|DYNAMAX|GNF-PF-5634|SALAXIN|SANTECXIN";"GNF-PF-5634";"4.0";"";"'arte-'";"";"antimalarials (artemisin derivatives)";"'arte-(arte-)'";"";"P01BE05";"P01BE - Artemisinin and derivatives, plain";"P01B - ANTIMALARIALS";"P01 - ANTIPROTOZOALS";"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Unknown";"C[C@H]1[C@@H](O)O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3";"InChI=1S/C15H24O5/c1-8-4-5-11-9(2)12(16)17-13-15(11)10(8)6-7-14(3,18-13)19-20-15/h8-13,16H,4-7H2,1-3H3/t8-,9-,10+,11+,12+,13-,14+,15-/m1/s1";"False";"0"
"CHEMBL24";"ATENOLOL";"ANTIPRESSAN|ATENAMIN|ATENIX-100|ATENIX-25|ATENIX-50|ATENOLOL|ATENOLOLUM|BETACARD|C07AB03|COROTENOL|DURAATENOLOL|Esatenolol|ICI 66,082|ICI 66082|ICI-66082|Ibinolo|JUVENTAL|KENTOL|MYOCORD|NOVATEN|NSC-757832|PRENORMINE|TENORMIN|TENORMIN 25|TENORMIN L.S.|TOTAMOL|UROSIN|Unibloc|VASATEN";"C07AB03|ICI 66,082|ICI 66082|ICI-66082|NSC-757832";"4.0";"Unique Pharmaceutical Laboratories A Div Of Jb Chemicals And Pharmaceuticals Ltd|Watson Laboratories Inc|Teva Pharmaceuticals Usa|Pliva Inc|Unichem Laboratories Ltd|Zydus Pharmaceuticals Usa Inc|Able Laboratories Inc|Astrazeneca Pharmaceuticals Lp|Chartwell Rx Sciences Llc|Alvogen Malta Operations Ltd";"'-olol'";"1976";"beta-blockers (propranolol type)";"'-olol(-olol)'";"1981";"C07AB03";"C07AB - Beta blocking agents, selective";"C07A - BETA BLOCKING AGENTS";"C07 - BETA BLOCKING AGENTS";"C - CARDIOVASCULAR SYSTEM";"Anti-Adrenergic (beta-receptor)";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"1";"0";"1";"Prescription Only";"CC(C)NCC(O)COc1ccc(CC(N)=O)cc1";"InChI=1S/C14H22N2O3/c1-10(2)16-8-12(17)9-19-13-5-3-11(4-6-13)7-14(15)18/h3-6,10,12,16-17H,7-9H2,1-2H3,(H2,15,18)";"False";"0"
"CHEMBL44884";"ETHAMBUTOL";"ETHAMBUTOL";"";"4.0";"Epic Pharma Llc|Sti Pharma Llc|Barr Laboratories Inc|Lupin Ltd";"";"1963";"";"";"1967";"J04AK02";"J04AK - Other drugs for treatment of tuberculosis";"J04A - DRUGS FOR TREATMENT OF TUBERCULOSIS";"J04 - ANTIMYCOBACTERIALS";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial (tuberculostatic)";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"CC[C@@H](CO)NCCN[C@@H](CC)CO";"InChI=1S/C10H24N2O2/c1-3-9(7-13)11-5-6-12-10(4-2)8-14/h9-14H,3-8H2,1-2H3/t9-,10-/m0/s1";"False";"0"
"CHEMBL15245";"YOHIMBINE";"YOHIMBINE|YOHIMBINUM|Yohimbine";"";"4.0";"";"";"";"";"";"";"G04BE04";"G04BE - Drugs used in erectile dysfunction";"G04B - UROLOGICALS";"G04 - UROLOGICALS";"G - GENITO URINARY SYSTEM AND SEX HORMONES";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O";"InChI=1S/C21H26N2O3/c1-26-21(25)19-15-10-17-20-14(13-4-2-3-5-16(13)22-20)8-9-23(17)11-12(15)6-7-18(19)24/h2-5,12,15,17-19,22,24H,6-11H2,1H3/t12-,15-,17-,18-,19+/m0/s1";"False";"0"
"CHEMBL468";"THALIDOMIDE";".ALPHA.-PHTHALIMIDOGLUTARIMIDE|CELGENE|CONTERGAN|DISTAVAL|K-17|MYRIN|N-PHTHALYLGLUTAMIC ACID IMIDE|NEUROSEDYN|NSC-527179|NSC-66847|PANTOSEDIV|PHARMION|SOFTENON|TALIDEX|THALED|THALIDOMIDE|THALIDOMIDE |THALOMID|Thalidomide Lipomed";"K-17|NSC-527179|NSC-66847";"4.0";"Bristol-Myers Squibb Co|Natco Pharma Ltd";"'-domide'";"1961";"thalidomide derivatives";"'-domide(-domide)'";"1998";"L04AX02";"L04AX - Other immunosuppressants";"L04A - IMMUNOSUPPRESSANTS";"L04 - IMMUNOSUPPRESSANTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"Sedative-Hypnotic";"US-7230012-B2";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"0";"0";"1";"Prescription Only";"O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1";"InChI=1S/C13H10N2O4/c16-10-6-5-9(11(17)14-10)15-12(18)7-3-1-2-4-8(7)13(15)19/h1-4,9H,5-6H2,(H,14,16,17)";"False";"0"
"CHEMBL476";"DACARBAZINE";"BIOCARBAZINE R|DACARBASINE|DACARBAZINE|DACARBAZINUM|DECARBAZINE|DIC|DICARBAZINE|DTIC|DTIC-DOME|NCI C04717|NSC-45388";"DIC|DTIC|NCI C04717|NSC-45388";"4.0";"Abraxis Pharmaceutical Products|Bayer Healthcare Pharmaceuticals Inc|Fresenius Kabi Usa Llc|Hikma Pharmaceuticals Usa Inc|Teva Pharmaceuticals Usa|Hospira Inc";"";"1972";"";"";"1975";"L01AX04";"L01AX - Other alkylating agents";"L01A - ALKYLATING AGENTS";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"Antineoplastic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"1";"0";"1";"Prescription Only";"CN(C)/N=N/c1[nH]cnc1C(N)=O";"InChI=1S/C6H10N6O/c1-12(2)11-10-6-4(5(7)13)8-3-9-6/h3H,1-2H3,(H2,7,13)(H,8,9)/b11-10+";"False";"0"
"CHEMBL9";"NORFLOXACIN";"Baccidal|CHIBROXIN|MK-366|NORFLOXACIN|NOROXIN|NSC-757250|Noroxin|Quinabic|UTINOR";"MK-366|NSC-757250";"4.0";"Merck Research Laboratories Div Merck Co Inc";"'-oxacin'";"1984";"antibacterials (quinolone derivatives)";"'-oxacin(-oxacin)'";"1986";"J01MA06 | S01AE02";"J01MA - Fluoroquinolones | S01AE - Fluoroquinolones";"J01M - QUINOLONE ANTIBACTERIALS | S01A - ANTIINFECTIVES";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE | S01 - OPHTHALMOLOGICALS";"J - ANTIINFECTIVES FOR SYSTEMIC USE | S - SENSORY ORGANS";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"1";"1";"Prescription Only";"CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21";"InChI=1S/C16H18FN3O3/c1-2-19-9-11(16(22)23)15(21)10-7-12(17)14(8-13(10)19)20-5-3-18-4-6-20/h7-9,18H,2-6H2,1H3,(H,22,23)";"False";"0"
"CHEMBL562";"GRISEOFULVIN";"FULCIN|FULCIN 125|FULCIN 500|FULSOVIN|FULVICIN P/G|FULVICIN P/G 165|FULVICIN P/G 330|FULVICIN-U/F|Fulvicin|GRIFULVIN V|GRIS-PEG|GRISACTIN|GRISACTIN ULTRA|GRISACTIN V|GRISEOFULVIN|GRISEOFULVIN MICROSIZE|GRISEOFULVIN PERMEABILITY DIAMETER|GRISEOFULVIN, ULTRAMICROSIZE|GRISEOFULVIN,MICROSIZE|GRISEOFULVIN,ULTRAMICROSIZE|GRISEOFULVINUM|GRISOL AF|Grifulvin|Griseofulvin|Grivate|NSC-34533|NSC-755822|ULTRAGRIS-165|ULTRAGRIS-330";"NSC-34533|NSC-755822";"4.0";"Valeant Pharmaceuticals Luxembourg Sarl|Johnson And Johnson Consumer Companies Inc|Cosette Pharmaceuticals Inc|Sandoz Inc|Chartwell Rx Sciences Llc|Actavis Mid Atlantic Llc|Wyeth Ayerst Laboratories|Bausch Health Us Llc|Sigmapharm Laboratories Llc|Mountain Llc";"";"";"";"";"1962";"D01AA08 | D01BA01";"D01AA - Antibiotics | D01BA - Antifungals for systemic use";"D01A - ANTIFUNGALS FOR TOPICAL USE | D01B - ANTIFUNGALS FOR SYSTEMIC USE";"D01 - ANTIFUNGALS FOR DERMATOLOGICAL USE | D01 - ANTIFUNGALS FOR DERMATOLOGICAL USE";"D - DERMATOLOGICALS | D - DERMATOLOGICALS";"Antifungal";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O";"InChI=1S/C17H17ClO6/c1-8-5-9(19)6-12(23-4)17(8)16(20)13-10(21-2)7-11(22-3)14(18)15(13)24-17/h6-8H,5H2,1-4H3/t8-,17+/m1/s1";"False";"0"
"CHEMBL934";"METYRAPONE";"METOPIRON|METOPIRONE|METYRAPONE|NSC-25265";"NSC-25265";"4.0";"Hra Pharma Rare Diseases";"";"1963";"";"";"1961";"V04CD01";"V04CD - Tests for pituitary function";"V04C - OTHER DIAGNOSTIC AGENTS";"V04 - DIAGNOSTIC AGENTS";"V - VARIOUS";"Diagnostic Aid (pituitary function determination)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Prescription Only";"CC(C)(C(=O)c1cccnc1)c1cccnc1";"InChI=1S/C14H14N2O/c1-14(2,12-6-4-8-16-10-12)13(17)11-5-3-7-15-9-11/h3-10H,1-2H3";"False";"0"
"CHEMBL48449";"CANTHARIDIN";"CANTARIDINA|CANTHARIDES CAMPHOR|CANTHARIDIN|CANTHARIDINE|CANTHARIDINUM|NSC-61805|YCANTH";"NSC-61805";"4.0";"Verrica Pharmaceuticals Inc";"";"2019";"";"";"2023";"";"";"";"";"";"";"US-11052064-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"1";"0";"Prescription Only";"C[C@@]12C(=O)OC(=O)[C@]1(C)[C@H]1CC[C@@H]2O1";"InChI=1S/C10H12O4/c1-9-5-3-4-6(13-5)10(9,2)8(12)14-7(9)11/h5-6H,3-4H2,1-2H3/t5-,6+,9+,10-";"False";"0"
"CHEMBL141";"LAMIVUDINE";"BCH 189, (-)-|EPIVIR|EPIVIR-HBV|Epivir|GR 109714X|GR-109714X|LAMIVUDINE|LAMIVUDINE TEVA|LAMIVUDINUM|Lamivudine Teva|NSC-760061|VIROLAM|ZEFFIX";"BCH 189, (-)-|GR 109714X|GR-109714X|NSC-760061";"4.0";"Pharmacare Ltd|Merck Sharp And Dohme Corp|Teva Pharmaceuticals Usa|Glaxosmithkline|Zydus Pharmaceuticals Usa Inc|Annora Pharma Private Ltd|Micro Labs Ltd|Mylan Laboratories Ltd|Chartwell Rx Sciences Llc|Strides Pharma Global Pte Ltd";"'-vudine'";"1992";"antineoplastics; antivirals (zidovudine group) (exception: edoxudine)";"'-vudine(-vudine)'";"1995";"J05AF05";"J05AF - Nucleoside and nucleotide reverse transcriptase inhibitors";"J05A - DIRECT ACTING ANTIVIRALS";"J05 - ANTIVIRALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antiviral";"US-7169780-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"1";"1";"0";"0";"1";"Prescription Only";"Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1";"InChI=1S/C8H11N3O3S/c9-5-1-2-11(8(13)10-5)6-4-15-7(3-12)14-6/h1-2,6-7,12H,3-4H2,(H2,9,10,13)/t6-,7+/m0/s1";"False";"0"
"CHEMBL820";"BUSULFAN";"BUSULFAN|BUSULFANUM|BUSULFEX|Busilvex|Busulfan|LEUCOSULFAN|MYELOSAN|MYELOSANUM|MYLERAN|NCI-C01592|NSC-750|SULPHABUTIN";"NCI-C01592|NSC-750";"4.0";"Amneal Eu Ltd|Waylis Therapeutics Llc|Pharmascience Inc|Shilpa Medicare Ltd|Otsuka Pharmaceutical Co Ltd|American Regent Inc|Nexus Pharmaceuticals Llc|Mylan Institutional Inc|Actavis Llc An Indirect Wholly Owned Sub Of Teva Pharmaceuticals Usa Inc|Mylan Laboratories Ltd";"'-sulfan'";"";"antineoplastics, alkylating agents (methane sulfonate derivatives)";"'-sulfan(-sulfan)'";"1954";"L01AB01";"L01AB - Alkyl sulfonates";"L01A - ALKYLATING AGENTS";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"1";"0";"1";"Prescription Only";"CS(=O)(=O)OCCCCOS(C)(=O)=O";"InChI=1S/C6H14O6S2/c1-13(7,8)11-5-3-4-6-12-14(2,9)10/h3-6H2,1-2H3";"False";"0"
"CHEMBL614";"PYRAZINAMIDE";".ALPHA.-PYRAZINAMIDE|ALDINAMID|ALDINAMIDE|D-50|EPRAZIN|FARMIZINA|ISOPAS|MK-56|NOVAMID|NSC-14911|PIRAZIMIDA|PIRAZINAMID|PIRILENE|PYRAFAT|PYRAMIZADE|PYRAZIDE|PYRAZINAMIDE|PYRAZINAMIDUM|PYRAZINE CARBOXYLAMIDE|PYRAZINECARBOXAMIDE|Pyrazinamide|ROZIDE|TEBRAZID|UNIPYRANAMIDE|ZINAMIDE";"D-50|MK-56|NSC-14911";"4.0";"Novitium Pharma Llc|Sanofi Aventis Us Llc|Hikma Pharmaceuticals Usa Inc|Macleods Pharmaceuticals Ltd";"";"";"";"";"1971";"J04AK01";"J04AK - Other drugs for treatment of tuberculosis";"J04A - DRUGS FOR TREATMENT OF TUBERCULOSIS";"J04 - ANTIMYCOBACTERIALS";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial (tuberculostatic)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"1";"1";"0";"0";"0";"Prescription Only";"NC(=O)c1cnccn1";"InChI=1S/C5H5N3O/c6-5(9)4-3-7-1-2-8-4/h1-3H,(H2,6,9)";"False";"0"
"CHEMBL1483";"ALBENDAZOLE";"ALBENDAZOLE|ALBENDAZOLUM|ALBENZA|ANDAZOL|ESKAZOLE|NSC-220008|SK&F 62979|SK&F-62979|Valbazen|ZENTEL|Zental";"NSC-220008|SK&F 62979|SK&F-62979";"4.0";"Amedra Pharmaceuticals Llc|Edenbridge Pharmaceuticals Llc|Msn Laboratories Private Ltd|Actavis Elizabeth Llc|Chartwell Rx Sciences Llc|Strides Pharma Global Pte Ltd|Cipla Ltd|Impax Laboratories Inc|Zydus Pharmaceuticals Usa Inc|Dr Reddys Laboratories Ltd";"'-bendazole'";"1976";"antithelmintics (tibendazole type)";"'-bendazole(-bendazole)'";"1996";"P02CA03";"P02CA - Benzimidazole derivatives";"P02C - ANTINEMATODAL AGENTS";"P02 - ANTHELMINTICS";"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS";"Anthelmintic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"1";"1";"0";"0";"0";"Prescription Only";"CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1";"InChI=1S/C12H15N3O2S/c1-3-6-18-8-4-5-9-10(7-8)14-11(13-9)15-12(16)17-2/h4-5,7H,3,6H2,1-2H3,(H2,13,14,15,16)";"False";"0"
"CHEMBL655";"MIDAZOLAM";"MIDAZOLAM|MIDAZOLAM CIV|MIDAZOLAM IN 0.8% SODIUM CHLORIDE|MIDAZOLAM IN 0.9% SODIUM CHLORIDE|Midazolam|NAYZILAM|USL-261|USL261";"USL-261|USL261";"4.0";"Hlr Technology|International Medicated Systems Ltd|Hoffmann La Roche Inc|Exela Pharma Sciences Llc|International Medication Systems Ltd|Gland Pharma Ltd|Apothecon Inc Div Bristol Myers Squibb|Micro Labs Ltd|Hikma Pharmaceuticals Usa Inc|Padagis Us Llc";"";"1978";"";"";"1985";"N05CD08";"N05CD - Benzodiazepine derivatives";"N05C - HYPNOTICS AND SEDATIVES";"N05 - PSYCHOLEPTICS";"N - NERVOUS SYSTEM";"Anesthetic (injectable),Anesthetic (intravenous)";"US-8217033-B2";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"1";"1";"1";"Prescription Only";"Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2";"InChI=1S/C18H13ClFN3/c1-11-21-9-13-10-22-18(14-4-2-3-5-16(14)20)15-8-12(19)6-7-17(15)23(11)13/h2-9H,10H2,1H3";"False";"0"
"CHEMBL137";"METRONIDAZOLE";"ACEA|ANABACT|BAY-5360|BAYER 5360|BAYER-5360|DEFLAMON|DRAZIFON|ELYZOL|FLAGYL|FLAGYL COMPAK|FLAGYL ER|FLAGYL-400|FLAGYL-S|Flagyl 375|Flagyl i.v. rtu in plastic container|GINEFLAVIR|METRO I.V.|METROCREAM|METROGEL|METROGEL-VAGINAL|METROLOTION|METROLYL|METROMIDOL|METRONIDAZOLE|METROSA|METROTOP|Metric 21|NEUTRATOP|NORITATE|NORZOL|NSC-50364|NSC-69587|NUVESSA|ORVAGIL|PROTOSTAT|ROSICED|ROZEX|RP 8823|RP-8823|SATRIC|VAGINYL|VANDAZOLE|ZADSTAT|ZIDOVAL|ZYOMET";"BAY-5360|BAYER 5360|BAYER-5360|NSC-50364|NSC-69587|RP 8823|RP-8823";"4.0";"Pfizer Inc|Heritage Pharmaceuticals Inc|Cadila Healthcare Ltd|Halsey Drug Co Inc|Encube Ethicals Private Ltd|Bausch Health Us Llc|Watson Laboratories Inc|International Medication Systems Ltd|Teva Pharmaceuticals Usa|Unichem Laboratories Ltd";"'-nidazole'";"1962";"antiprotozoal substances (metronidazole type)";"'-nidazole(-nidazole)'";"1963";"D06BX01 | P01AB51 | G01AF01 | A01AB17 | P01AB01 | J01XD01";"D06BX - Other chemotherapeutics | P01AB - Nitroimidazole derivatives | G01AF - Imidazole derivatives | A01AB - Antiinfectives and antiseptics for local oral treatment | P01AB - Nitroimidazole derivatives | J01XD - Imidazole derivatives";"D06B - CHEMOTHERAPEUTICS FOR TOPICAL USE | P01A - AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES | G01A - ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS | A01A - STOMATOLOGICAL PREPARATIONS | P01A - AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES | J01X - OTHER ANTIBACTERIALS";"D06 - ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE | P01 - ANTIPROTOZOALS | G01 - GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS | A01 - STOMATOLOGICAL PREPARATIONS | P01 - ANTIPROTOZOALS | J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"D - DERMATOLOGICALS | P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS | G - GENITO URINARY SYSTEM AND SEX HORMONES | A - ALIMENTARY TRACT AND METABOLISM | P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS | J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial,Antiprotozoal (trichomonas)";"US-7456207-B2";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"1";"1";"1";"Prescription Only";"Cc1ncc([N+](=O)[O-])n1CCO";"InChI=1S/C6H9N3O3/c1-5-7-4-6(9(11)12)8(5)2-3-10/h4,10H,2-3H2,1H3";"False";"0"
