"Parent Molecule";"Name";"Synonyms";"Research Codes";"Phase";"Drug Applicants";"USAN Stem";"USAN Year";"USAN Definition";"USAN Stem - Substem";"First Approval";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Indication Class";"Patent";"Drug Type";"Passes Rule of Five";"First In Class";"Chirality";"Prodrug";"Oral";"Parenteral";"Topical";"Black Box";"Availability Type";"Smiles";"Inchi";"Withdrawn Flag";"Orphan"
"CHEMBL1079576";"PHENPROBAMATE";"MH-532|NSC-44682|NSC-50538|NSC-64270|PHENPROBAMATE|SPANTOL";"MH-532|NSC-44682|NSC-50538|NSC-64270";"2.0";"";"'-bamate'";"";"tranquilizers/antiepileptics (propanediol and pentanediol groups)";"'-bamate(-bamate)'";"";"M03BA51 | M03BA01 | M03BA71";"M03BA - Carbamic acid esters | M03BA - Carbamic acid esters | M03BA - Carbamic acid esters";"M03B - MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS | M03B - MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS | M03B - MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS";"M03 - MUSCLE RELAXANTS | M03 - MUSCLE RELAXANTS | M03 - MUSCLE RELAXANTS";"M - MUSCULO-SKELETAL SYSTEM | M - MUSCULO-SKELETAL SYSTEM | M - MUSCULO-SKELETAL SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"NC(=O)OCCCc1ccccc1";"InChI=1S/C10H13NO2/c11-10(12)13-8-4-7-9-5-2-1-3-6-9/h1-3,5-6H,4,7-8H2,(H2,11,12)";"False";"0"
"CHEMBL39373";"ANTHRAMYCIN";"ANTHRAMYCIN|ANTRAMYCIN";"";"2.0";"";"'-mycin'";"1966";"antibiotics (Streptomyces strain)";"'-mycin(-mycin)'";"";"";"";"";"";"";"Antineoplastic";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"Cc1ccc2c(c1O)NC(O)C1CC(/C=C/C(N)=O)=CN1C2=O";"InChI=1S/C16H17N3O4/c1-8-2-4-10-13(14(8)21)18-15(22)11-6-9(3-5-12(17)20)7-19(11)16(10)23/h2-5,7,11,15,18,21-22H,6H2,1H3,(H2,17,20)/b5-3+";"False";"0"
"CHEMBL306226";"BENZIMIDAZOLE";"1H-Benzimidazole|1H-Benzo[D]Imidazole|1H-Benzoimidazole|BENZIMIDAZOLE|NSC-759";"NSC-759";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"c1ccc2[nH]cnc2c1";"InChI=1S/C7H6N2/c1-2-4-7-6(3-1)8-5-9-7/h1-5H,(H,8,9)";"False";"0"
"CHEMBL1437065";"NITROMIDE";"NITROMIDE|NSC-60719";"NSC-60719";"-1.0";"";"";"1966";"";"";"";"";"";"";"";"";"Antibacterial; Coccidiostat (for poultry)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1";"InChI=1S/C7H5N3O5/c8-7(11)4-1-5(9(12)13)3-6(2-4)10(14)15/h1-3H,(H2,8,11)";"False";"0"
"CHEMBL2107431";"LYNESTRENOL";"LYNESTRENOL|LYNOESTRENOL|NSC-37725";"NSC-37725";"3.0";"";"'-estr-'";"1962";"estrogens";"'-estr-(-estr-)'";"";"G03AC02 | G03DC03";"G03AC - Progestogens | G03DC - Estren derivatives";"G03A - HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE | G03D - PROGESTOGENS";"G03 - SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM | G03 - SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM";"G - GENITO URINARY SYSTEM AND SEX HORMONES | G - GENITO URINARY SYSTEM AND SEX HORMONES";"Progestin";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C";"InChI=1S/C20H28O/c1-3-20(21)13-11-18-17-9-8-14-6-4-5-7-15(14)16(17)10-12-19(18,20)2/h1,6,15-18,21H,4-5,7-13H2,2H3/t15-,16+,17+,18-,19-,20-/m0/s1";"False";"0"
"CHEMBL1315492";"ALTRENOGEST";"A-35957|ALLYLTRENBOLONE|ALTRENOGEST|NSC-759180|RU-2267";"A-35957|NSC-759180|RU-2267";"2.0";"";"";"1981";"";"";"";"";"";"";"";"";"Progestin (veterinary)";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C";"InChI=1S/C21H26O2/c1-3-10-21(23)12-9-19-18-6-4-14-13-15(22)5-7-16(14)17(18)8-11-20(19,21)2/h3,8,11,13,18-19,23H,1,4-7,9-10,12H2,2H3/t18-,19+,20+,21+/m1/s1";"False";"0"
"CHEMBL28979";"VAMICAMIDE";"FK-176|VAMICAMIDE";"FK-176";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CC(CC(C(N)=O)(c1ccccc1)c1ccccn1)N(C)C";"InChI=1S/C18H23N3O/c1-14(21(2)3)13-18(17(19)22,15-9-5-4-6-10-15)16-11-7-8-12-20-16/h4-12,14H,13H2,1-3H3,(H2,19,22)";"False";"0"
"CHEMBL93218";"PHETHARBITAL";"NSC-85043|PHENARBUTAL|PHENETHARBITAL|PHENIDIEMAL|PHETHARBITAL|Phetharbital";"NSC-85043";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCC1(CC)C(=O)NC(=O)N(c2ccccc2)C1=O";"InChI=1S/C14H16N2O3/c1-3-14(4-2)11(17)15-13(19)16(12(14)18)10-8-6-5-7-9-10/h5-9H,3-4H2,1-2H3,(H,15,17,19)";"False";"0"
"CHEMBL269455";"IMIRESTAT";"AL-1576|HOE 843|HOE-843|IMIRESTAT|Imirestat";"AL-1576|HOE 843|HOE-843";"2.0";"";"'-stat'";"";"enzyme inhibitors: aldose-reductase inhibitors";"'-stat(-stat (-restat))'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C1NC(=O)C2(N1)c1cc(F)ccc1-c1ccc(F)cc12";"InChI=1S/C15H8F2N2O2/c16-7-1-3-9-10-4-2-8(17)6-12(10)15(11(9)5-7)13(20)18-14(21)19-15/h1-6H,(H2,18,19,20,21)";"False";"0"
"CHEMBL2106913";"MITOQUIDONE";"GR 30921|GR-30921|MITOQUIDONE|NSC-382057";"GR 30921|GR-30921|NSC-382057";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C1c2ccccc2C(=O)c2c1cn1c2Cc2ccccc2C1";"InChI=1S/C20H13NO2/c22-19-14-7-3-4-8-15(14)20(23)18-16(19)11-21-10-13-6-2-1-5-12(13)9-17(18)21/h1-8,11H,9-10H2";"False";"0"
"CHEMBL2104504";"SAMERIDINE";"SAMERIDINE";"";"2.0";"";"'-eridine'";"";"analgesics (meperidine type)";"'-eridine(-eridine)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCCCCCN1CCC(C(=O)N(C)CC)(c2ccccc2)CC1";"InChI=1S/C21H34N2O/c1-4-6-7-11-16-23-17-14-21(15-18-23,20(24)22(3)5-2)19-12-9-8-10-13-19/h8-10,12-13H,4-7,11,14-18H2,1-3H3";"False";"0"
"CHEMBL2110637";"NITRAZEPATE";"";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"O=C(O)C1N=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2NC1=O";"InChI=1S/C16H11N3O5/c20-15-14(16(21)22)18-13(9-4-2-1-3-5-9)11-8-10(19(23)24)6-7-12(11)17-15/h1-8,14H,(H,17,20)(H,21,22)";"False";"0"
"CHEMBL257661";"METAZOCINE";"IDS-NM-001|METAZOCINE|METHOBENZMORPHAN|Metazocine";"IDS-NM-001";"2.0";"";"'-azocine'";"";"narcotic antagonists/agonists (6,7-benzomorphan derivatives)";"'-azocine(-azocine)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"C[C@H]1[C@@H]2Cc3ccc(O)cc3[C@]1(C)CCN2C";"InChI=1S/C15H21NO/c1-10-14-8-11-4-5-12(17)9-13(11)15(10,2)6-7-16(14)3/h4-5,9-10,14,17H,6-8H2,1-3H3/t10-,14-,15+/m0/s1";"False";"0"
"CHEMBL2106212";"ENPRAZEPINE";"ENPRAZEPINE";"";"2.0";"";"'-pine'";"";"tricyclic compounds";"'-pine(-pine)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"C=C1c2ccccc2CN(CCCN(C)C)c2ccccc21";"InChI=1S/C20H24N2/c1-16-18-10-5-4-9-17(18)15-22(14-8-13-21(2)3)20-12-7-6-11-19(16)20/h4-7,9-12H,1,8,13-15H2,2-3H3";"False";"0"
"CHEMBL1185703";"ENOXAMAST";"ENOXAMAST";"";"2.0";"";"'-ast'";"";"antiasthmatics/antiallergics (not acting primarily as antihistamines)";"'-ast(-ast)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(O)C(=O)Nc1nc(-c2ccc3c(c2)OCCO3)cs1";"InChI=1S/C13H10N2O5S/c16-11(12(17)18)15-13-14-8(6-21-13)7-1-2-9-10(5-7)20-4-3-19-9/h1-2,5-6H,3-4H2,(H,17,18)(H,14,15,16)";"False";"0"
"CHEMBL2104604";"EPERVUDINE";"EPERVUDINE|HEVIZOS";"";"2.0";"";"'-vudine'";"";"antineoplastics; antivirals (zidovudine group) (exception: edoxudine)";"'-vudine(-vudine)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC(C)c1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O";"InChI=1S/C12H18N2O5/c1-6(2)7-4-14(12(18)13-11(7)17)10-3-8(16)9(5-15)19-10/h4,6,8-10,15-16H,3,5H2,1-2H3,(H,13,17,18)/t8-,9+,10+/m0/s1";"False";"0"
"CHEMBL160347";"BROFAROMINE";"BROFAROMINE|Brofaromine|CONSONAR";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"COc1cc(Br)c2oc(C3CCNCC3)cc2c1";"InChI=1S/C14H16BrNO2/c1-17-11-6-10-7-13(9-2-4-16-5-3-9)18-14(10)12(15)8-11/h6-9,16H,2-5H2,1H3";"False";"0"
"CHEMBL347795";"XIBENOLOL";"XIBENOLOL|Xibenolol";"";"2.0";"";"'-olol'";"";"beta-blockers (propranolol type)";"'-olol(-olol)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"Cc1cccc(OCC(O)CNC(C)(C)C)c1C";"InChI=1S/C15H25NO2/c1-11-7-6-8-14(12(11)2)18-10-13(17)9-16-15(3,4)5/h6-8,13,16-17H,9-10H2,1-5H3";"False";"0"
"CHEMBL63055";"ALRESTATIN";"ALRESTATIN|AY-22284|NSC-299132";"AY-22284|NSC-299132";"-1.0";"";"'-stat-; -stat-'";"1976";"enzyme inhibitors: aldose-reductase inhibitors; enzyme inhibitors: antihyperlipidemics (HMG-CoA inhibitors)";"'-stat-(-stat- (-restat-)); -stat-(-stat- (-statin))'";"";"";"";"";"";"";"Enzyme Inhibitor (aldose reductase)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(O)CN1C(=O)c2cccc3cccc(c23)C1=O";"InChI=1S/C14H9NO4/c16-11(17)7-15-13(18)9-5-1-3-8-4-2-6-10(12(8)9)14(15)19/h1-6H,7H2,(H,16,17)";"False";"0"
"CHEMBL109378";"DETERENOL";"DETERENOL|DL-N-ISOPROPYLOCTOPAMINE|ISOPROPYLNORSYNEPHRINE|PARAPROTERENOL|PI-39";"PI-39";"-1.0";"";"";"1970";"";"";"";"";"";"";"";"";"Adrenergic (ophthalmic)";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CC(C)NCC(O)c1ccc(O)cc1";"InChI=1S/C11H17NO2/c1-8(2)12-7-11(14)9-3-5-10(13)6-4-9/h3-6,8,11-14H,7H2,1-2H3";"False";"0"
"CHEMBL1476782";"AMILOXATE";"AMILOXATE|E-1000|ISOAMYL METHOXYCINNAMATE|ISOAMYL P-METHOXYCINNAMATE|NSC-408332";"E-1000|NSC-408332";"2.0";"";"";"1999";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"COc1ccc(/C=C/C(=O)OCCC(C)C)cc1";"InChI=1S/C15H20O3/c1-12(2)10-11-18-15(16)9-6-13-4-7-14(17-3)8-5-13/h4-9,12H,10-11H2,1-3H3/b9-6+";"False";"0"
"CHEMBL130968";"BUTANTRONE";"BUTANTRONE|Butantrone";"";"2.0";"";"'-antrone'";"";"antineoplastics, anthraquinone derivatives";"'-antrone(-antrone)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCCC(=O)C1c2cccc(O)c2C(=O)c2c(O)cccc21";"InChI=1S/C18H16O4/c1-2-5-12(19)15-10-6-3-8-13(20)16(10)18(22)17-11(15)7-4-9-14(17)21/h3-4,6-9,15,20-21H,2,5H2,1H3";"False";"0"
"CHEMBL44814";"CARBON TETRACHLORIDE";"CARBON TETRACHLORIDE";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"ClC(Cl)(Cl)Cl";"InChI=1S/CCl4/c2-1(3,4)5";"False";"0"
"CHEMBL1596113";"NIXYLIC ACID";"NIXYLIC ACID|UP 74|UP-74";"UP 74|UP-74";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"Cc1cccc(Nc2ncccc2C(=O)O)c1C";"InChI=1S/C14H14N2O2/c1-9-5-3-7-12(10(9)2)16-13-11(14(17)18)6-4-8-15-13/h3-8H,1-2H3,(H,15,16)(H,17,18)";"False";"0"
"CHEMBL242273";"SAFROLE";"SAFROLE|Safrole|Shikimol";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"C=CCc1ccc2c(c1)OCO2";"InChI=1S/C10H10O2/c1-2-3-8-4-5-9-10(6-8)12-7-11-9/h2,4-6H,1,3,7H2";"False";"0"
"CHEMBL7728";"HEXOBARBITAL";"ENHEXYMAL|HEXOBARBITAL|HEXOBARBITAL CIII|NSC-71929";"NSC-71929";"2.0";"";"'-barb-'";"";"barbituric acid derivatives";"'-barb-(-barb-)'";"";"N01AF02 | N05CA16";"N01AF - Barbiturates, plain | N05CA - Barbiturates, plain";"N01A - ANESTHETICS, GENERAL | N05C - HYPNOTICS AND SEDATIVES";"N01 - ANESTHETICS | N05 - PSYCHOLEPTICS";"N - NERVOUS SYSTEM | N - NERVOUS SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O";"InChI=1S/C12H16N2O3/c1-12(8-6-4-3-5-7-8)9(15)13-11(17)14(2)10(12)16/h6H,3-5,7H2,1-2H3,(H,13,15,17)";"False";"0"
"CHEMBL1231101";"ACIVICIN";"ACIVICIN|AT 125|AT-125|NSC-163501|U 42,126|U 42126|U-42,126|U-42126";"AT 125|AT-125|NSC-163501|U 42,126|U 42126|U-42,126|U-42126";"2.0";"";"";"1980";"";"";"";"";"";"";"";"";"Antineoplastic";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"N[C@H](C(=O)O)[C@@H]1CC(Cl)=NO1";"InChI=1S/C5H7ClN2O3/c6-3-1-2(11-8-3)4(7)5(9)10/h2,4H,1,7H2,(H,9,10)/t2-,4-/m0/s1";"False";"0"
"CHEMBL440283";"ANDROSTENEDIOL";"ANDROSTENEDIOL|Androstenediol";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O";"InChI=1S/C19H30O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h3,13-17,20-21H,4-11H2,1-2H3/t13-,14-,15-,16-,17-,18-,19-/m0/s1";"False";"0"
"CHEMBL151938";"MILAMELINE";"MILAMELINE|PD-129,409|PD-129409";"PD-129,409|PD-129409";"-1.0";"";"'-meline'";"1996";"cholinergic agonists (arecoline derivatives used in treatment of Alzheimer's disease";"'-meline(-meline)'";"";"";"";"";"";"";"Antidementia (partial muscarinic agonist)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CO/N=C/C1=CCCN(C)C1";"InChI=1S/C8H14N2O/c1-10-5-3-4-8(7-10)6-9-11-2/h4,6H,3,5,7H2,1-2H3/b9-6+";"False";"0"
"CHEMBL1595008";"MONOCTANOIN COMPONENT B";"1-DECANOYL-RAC-GLYCEROL|DECANOIN, MONO-|GLYCERYL 1-CAPRATE|GLYCERYL CAPRATE|GLYCERYL-1-CAPRATE|MONOCTANOIN COMPONENT B|MONODECANOIN";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CCCCCCCCCC(=O)OCC(O)CO";"InChI=1S/C13H26O4/c1-2-3-4-5-6-7-8-9-13(16)17-11-12(15)10-14/h12,14-15H,2-11H2,1H3";"False";"0"
"CHEMBL1581974";"PICOBENZIDE";"PICOBENZIDE";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"Cc1cc(C)cc(C(=O)NCc2ccncc2)c1";"InChI=1S/C15H16N2O/c1-11-7-12(2)9-14(8-11)15(18)17-10-13-3-5-16-6-4-13/h3-9H,10H2,1-2H3,(H,17,18)";"False";"0"
"CHEMBL1908048";"RENANOLONE";"NSC-82859|RENANOLONE";"NSC-82859";"2.0";"";"'-olone'";"";"steroids (not prednisolone derivatives)";"'-olone(-olone)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C";"InChI=1S/C21H32O3/c1-12(22)16-6-7-17-15-5-4-13-10-14(23)8-9-20(13,2)19(15)18(24)11-21(16,17)3/h13-17,19,23H,4-11H2,1-3H3/t13-,14-,15+,16-,17+,19-,20+,21-/m1/s1";"False";"0"
"CHEMBL1630579";"MYRTECAINE";"MYRTECAINE|Myrtecaine";"";"2.0";"";"'-caine'";"";"local anesthetics";"'-caine(-caine)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CCN(CC)CCOCCC1=CCC2CC1C2(C)C";"InChI=1S/C17H31NO/c1-5-18(6-2)10-12-19-11-9-14-7-8-15-13-16(14)17(15,3)4/h7,15-16H,5-6,8-13H2,1-4H3";"False";"0"
"CHEMBL1765294";"FLUPAROXAN";"(-)-FLUPAROXAN|(3AS,9AS)-FLUPAROXAN|FLUPAROXAN|FLUPAROXAN, (-)-|Fluparoxan";"";"-1.0";"";"'-oxan'";"1989";"alpha-adrenoceptor antagonists (benzodioxane derivatives)";"'-oxan(-oxan)'";"";"";"";"";"";"";"Antidepressant";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"Fc1cccc2c1O[C@H]1CNC[C@@H]1O2";"InChI=1S/C10H10FNO2/c11-6-2-1-3-7-10(6)14-9-5-12-4-8(9)13-7/h1-3,8-9,12H,4-5H2/t8-,9-/m0/s1";"False";"0"
"CHEMBL1623765";"ALPHAPRODINE";"ACSCN-9010|ALPHAPRODINE|DL-.ALPHA.-PRODINE|IDS-NA-011|NISINTIL|PRISILIDIN";"IDS-NA-011";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CCC(=O)OC1(c2ccccc2)CCN(C)CC1C";"InChI=1S/C16H23NO2/c1-4-15(18)19-16(14-8-6-5-7-9-14)10-11-17(3)12-13(16)2/h5-9,13H,4,10-12H2,1-3H3";"False";"0"
"CHEMBL27289";"CROCONAZOLE";"CROCONAZOLE|CROCONAZOLE HYDROCHLORIDE";"";"2.0";"";"'-conazole'";"";"systemic antifungals (miconazole type)";"'-conazole(-conazole)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"C=C(c1ccccc1OCc1cccc(Cl)c1)n1ccnc1";"InChI=1S/C18H15ClN2O/c1-14(21-10-9-20-13-21)17-7-2-3-8-18(17)22-12-15-5-4-6-16(19)11-15/h2-11,13H,1,12H2";"False";"0"
"CHEMBL31184";"BENZO[DEF]CHRYSENE";"BENZO[DEF]CHRYSENE|Benzo[A]-Pyrene|Benzo[A]Pyrene";"";"0.5";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Unknown";"0";"0";"0";"0";"0";"Unknown";"c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34";"InChI=1S/C20H12/c1-2-7-17-15(4-1)12-16-9-8-13-5-3-6-14-10-11-18(17)20(16)19(13)14/h1-12H";"False";"0"
"CHEMBL1451910";"ALLYLTHIOUREA";"ALLYLTHIOUREA|NSC-1915|THIOSINAMINUM|TIOSINAMINE";"NSC-1915";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"C=CCNC(N)=S";"InChI=1S/C4H8N2S/c1-2-3-6-4(5)7/h2H,1,3H2,(H3,5,6,7)";"False";"0"
"CHEMBL6615";"HEXESTROL";"ERYTHROHEXESTROL|HEXESTROL|HEXESTROL DIPHOSPHATE SODIUM|MESO-HEXESTROL|MESOHEXESTROL|NSC-9894";"NSC-9894";"2.0";"";"'-estr-'";"";"estrogens";"'-estr-(-estr-)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1";"InChI=1S/C18H22O2/c1-3-17(13-5-9-15(19)10-6-13)18(4-2)14-7-11-16(20)12-8-14/h5-12,17-20H,3-4H2,1-2H3";"False";"0"
"CHEMBL421669";"PARETHOXYCAINE";"PARETHOXYCAINE";"";"-1.0";"";"'-caine'";"";"local anesthetics";"'-caine(-caine)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCOc1ccc(C(=O)OCCN(CC)CC)cc1";"InChI=1S/C15H23NO3/c1-4-16(5-2)11-12-19-15(17)13-7-9-14(10-8-13)18-6-3/h7-10H,4-6,11-12H2,1-3H3";"False";"0"
"CHEMBL1105";"6-METHOXY-2-NAPHTHYLACETIC ACID";"6-METHOXY-2-NAPHTHYLACETIC ACID|6-methoxy-2-naphthylacetic acid";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"COc1ccc2cc(CC(=O)O)ccc2c1";"InChI=1S/C13H12O3/c1-16-12-5-4-10-6-9(7-13(14)15)2-3-11(10)8-12/h2-6,8H,7H2,1H3,(H,14,15)";"False";"0"
"CHEMBL165090";"ROMAZARIT";"RO 31-3948/000|RO-313948000|ROMAZARIT|Romazarit";"RO 31-3948/000|RO-313948000";"2.0";"";"'-arit'";"1990";"antirheumatics (lobenzarit type)";"'-arit(-arit)'";"";"";"";"";"";"";"Anti-Inflammatory; Antirheumatic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"Cc1nc(-c2ccc(Cl)cc2)oc1COC(C)(C)C(=O)O";"InChI=1S/C15H16ClNO4/c1-9-12(8-20-15(2,3)14(18)19)21-13(17-9)10-4-6-11(16)7-5-10/h4-7H,8H2,1-3H3,(H,18,19)";"False";"0"
"CHEMBL1374751";"CIMATEROL";"AB-A 66|AB-A 663|AB-A-66|ABA-663|AC 263,780|AC-263780|CIMATEROL";"AB-A 66|AB-A 663|AB-A-66|ABA-663|AC 263,780|AC-263780";"2.0";"";"'-terol'";"1986";"bronchodilators (phenethylamine derivatives)";"'-terol(-terol)'";"";"";"";"";"";"";"Repartitioning Agent";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CC(C)NCC(O)c1ccc(N)c(C#N)c1";"InChI=1S/C12H17N3O/c1-8(2)15-7-12(16)9-3-4-11(14)10(5-9)6-13/h3-5,8,12,15-16H,7,14H2,1-2H3";"False";"0"
"CHEMBL351585";"PAPAVEROLINE";"PAPAVEROLINE|Papaveroline";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"Oc1ccc(Cc2nccc3cc(O)c(O)cc23)cc1O";"InChI=1S/C16H13NO4/c18-13-2-1-9(6-14(13)19)5-12-11-8-16(21)15(20)7-10(11)3-4-17-12/h1-4,6-8,18-21H,5H2";"False";"0"
